web-scraper-order,web-scraper-start-url,player,player-href,self-win,r-top,r-top-href,r-jungle,r-jungle-href,r-mid,r-mid-href,r-bot,r-bot-href,r-sup,r-sup-href,b-top,b-top-href,b-jungle,b-jungle-href,b-mid,b-mid-href,b-bot,b-bot-href,b-sup,b-sup-href,self-champ,self-champ-href
1662437112-1701,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/evelynn
1662436971-1661,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Defeat,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/evelynn
1662436692-1575,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/quinn
1662438130-1919,https://na.op.gg/leaderboards/champions?region=na,Ameliorate,https://na.op.gg/summoners/na/Ameliorate,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/alistar
1662436130-1484,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,16,https://na.op.gg/champions/gnar,18,https://na.op.gg/champions/hecarim,16,https://na.op.gg/champions/vex,16,https://na.op.gg/champions/jinx,14,https://na.op.gg/champions/jarvaniv,,,16,https://na.op.gg/champions/lillia,16,https://na.op.gg/champions/qiyana,16,https://na.op.gg/champions/sivir,14,https://na.op.gg/champions/missfortune,16,https://na.op.gg/champions/urgot
1662436130-1494,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,18,https://na.op.gg/champions/talon,16,https://na.op.gg/champions/zed,16,https://na.op.gg/champions/karthus,15,https://na.op.gg/champions/missfortune,14,https://na.op.gg/champions/udyr,13,https://na.op.gg/champions/nidalee,15,https://na.op.gg/champions/ryze,14,https://na.op.gg/champions/caitlyn,12,https://na.op.gg/champions/karma,16,https://na.op.gg/champions/quinn
1662435560-1314,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Defeat,14,https://na.op.gg/champions/ornn,12,https://na.op.gg/champions/monkeyking,14,https://na.op.gg/champions/ahri,12,https://na.op.gg/champions/sivir,11,https://na.op.gg/champions/lulu,11,https://na.op.gg/champions/teemo,12,https://na.op.gg/champions/graves,,,12,https://na.op.gg/champions/tristana,10,https://na.op.gg/champions/bard,11,https://na.op.gg/champions/taliyah
1662434122-1009,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/twistedfate
1662435422-1301,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/taliyah
1662435701-1347,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/talon
1662434690-1157,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/zeri
1662435842-1399,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/talon
1662435701-1362,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,17,https://na.op.gg/champions/gangplank,16,https://na.op.gg/champions/kindred,15,https://na.op.gg/champions/leblanc,14,https://na.op.gg/champions/kaisa,14,https://na.op.gg/champions/lux,15,https://na.op.gg/champions/ivern,,,15,https://na.op.gg/champions/qiyana,15,https://na.op.gg/champions/jhin,12,https://na.op.gg/champions/ashe,14,https://na.op.gg/champions/ekko
1662435842-1407,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/talon
1662435842-1391,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/talon
1662436692-1565,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/quinn
1662435989-1439,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/malphite
1662435989-1442,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Defeat,15,https://na.op.gg/champions/gangplank,13,https://na.op.gg/champions/shaco,14,https://na.op.gg/champions/katarina,14,https://na.op.gg/champions/draven,12,https://na.op.gg/champions/amumu,,,12,https://na.op.gg/champions/pantheon,12,https://na.op.gg/champions/taliyah,12,https://na.op.gg/champions/lucian,9,https://na.op.gg/champions/nami,14,https://na.op.gg/champions/malphite
1662436130-1485,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/urgot
1662434261-1060,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Defeat,18,https://na.op.gg/champions/kayle,17,https://na.op.gg/champions/kayn,18,https://na.op.gg/champions/garen,15,https://na.op.gg/champions/missfortune,16,https://na.op.gg/champions/sona,,,18,https://na.op.gg/champions/evelynn,16,https://na.op.gg/champions/akali,17,https://na.op.gg/champions/caitlyn,14,https://na.op.gg/champions/amumu,17,https://na.op.gg/champions/gangplank
1662434545-1133,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/kindred
1662437397-1779,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/viego
1662436971-1656,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Victory,17,https://na.op.gg/champions/illaoi,,,16,https://na.op.gg/champions/qiyana,15,https://na.op.gg/champions/jhin,15,https://na.op.gg/champions/janna,15,https://na.op.gg/champions/shyvana,17,https://na.op.gg/champions/karthus,16,https://na.op.gg/champions/swain,14,https://na.op.gg/champions/samira,13,https://na.op.gg/champions/taric,18,https://na.op.gg/champions/evelynn
1662436130-1495,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/quinn
1662437954-1902,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,12,https://na.op.gg/champions/renekton,12,https://na.op.gg/champions/monkeyking,12,https://na.op.gg/champions/gragas,11,https://na.op.gg/champions/missfortune,10,https://na.op.gg/champions/taric,12,https://na.op.gg/champions/riven,10,https://na.op.gg/champions/kayn,11,https://na.op.gg/champions/ekko,9,https://na.op.gg/champions/aphelios,,,8,https://na.op.gg/champions/rammus
1662437112-1673,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/nidalee
1662435560-1336,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Defeat,14,https://na.op.gg/champions/jayce,13,https://na.op.gg/champions/trundle,13,https://na.op.gg/champions/karma,13,https://na.op.gg/champions/ezreal,12,https://na.op.gg/champions/renata,13,https://na.op.gg/champions/sejuani,,,12,https://na.op.gg/champions/zed,11,https://na.op.gg/champions/twitch,10,https://na.op.gg/champions/lulu,12,https://na.op.gg/champions/taliyah
1662436692-1581,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Defeat,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/quinn
1662435560-1313,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/taliyah
1662435701-1358,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,16,https://na.op.gg/champions/olaf,16,https://na.op.gg/champions/belveth,16,https://na.op.gg/champions/viktor,16,https://na.op.gg/champions/samira,17,https://na.op.gg/champions/yuumi,16,https://na.op.gg/champions/aatrox,,,16,https://na.op.gg/champions/ekko,15,https://na.op.gg/champions/jinx,15,https://na.op.gg/champions/sona,16,https://na.op.gg/champions/khazix
1662435989-1464,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Victory,18,https://na.op.gg/champions/mordekaiser,16,https://na.op.gg/champions/khazix,,,18,https://na.op.gg/champions/sivir,15,https://na.op.gg/champions/lulu,16,https://na.op.gg/champions/ornn,15,https://na.op.gg/champions/trundle,15,https://na.op.gg/champions/lux,16,https://na.op.gg/champions/jinx,14,https://na.op.gg/champions/yuumi,18,https://na.op.gg/champions/talon
1662437682-1853,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/sona
1662436130-1466,https://na.op.gg/leaderboards/champions?region=na,The Enclave,https://na.op.gg/summoners/na/The%20Enclave,Victory,,,12,https://na.op.gg/champions/fiddlesticks,13,https://na.op.gg/champions/lucian,11,https://na.op.gg/champions/irelia,11,https://na.op.gg/champions/senna,11,https://na.op.gg/champions/renekton,11,https://na.op.gg/champions/trundle,11,https://na.op.gg/champions/swain,11,https://na.op.gg/champions/sivir,10,https://na.op.gg/champions/twitch,12,https://na.op.gg/champions/quinn
1662435422-1267,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Defeat,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/taliyah
1662435560-1329,https://na.op.gg/leaderboards/champions?region=na,Outplayed with R,https://na.op.gg/summoners/na/Outplayed%20with%20R,Victory,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/taliyah
1662436831-1603,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,,,,,,,,,,,,,,,,,,,,,10,https://na.op.gg/champions/nidalee
1662435701-1356,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,14,https://na.op.gg/champions/ornn,13,https://na.op.gg/champions/vi,14,https://na.op.gg/champions/viktor,13,https://na.op.gg/champions/samira,12,https://na.op.gg/champions/janna,13,https://na.op.gg/champions/neeko,,,12,https://na.op.gg/champions/zed,11,https://na.op.gg/champions/aphelios,10,https://na.op.gg/champions/renata,12,https://na.op.gg/champions/khazix
1662437252-1726,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Defeat,18,https://na.op.gg/champions/twitch,18,https://na.op.gg/champions/garen,18,https://na.op.gg/champions/sion,18,https://na.op.gg/champions/malphite,18,https://na.op.gg/champions/jinx,18,https://na.op.gg/champions/fiddlesticks,18,https://na.op.gg/champions/missfortune,,,18,https://na.op.gg/champions/masteryi,18,https://na.op.gg/champions/jayce,18,https://na.op.gg/champions/lissandra
1662434545-1108,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,14,https://na.op.gg/champions/renekton,15,https://na.op.gg/champions/khazix,13,https://na.op.gg/champions/zilean,13,https://na.op.gg/champions/ezreal,11,https://na.op.gg/champions/nautilus,12,https://na.op.gg/champions/poppy,11,https://na.op.gg/champions/karthus,12,https://na.op.gg/champions/cassiopeia,,,9,https://na.op.gg/champions/blitzcrank,12,https://na.op.gg/champions/tristana
1662437252-1710,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,18,https://na.op.gg/champions/seraphine,18,https://na.op.gg/champions/malzahar,18,https://na.op.gg/champions/ornn,18,https://na.op.gg/champions/galio,18,https://na.op.gg/champions/gnar,18,https://na.op.gg/champions/samira,18,https://na.op.gg/champions/ashe,18,https://na.op.gg/champions/talon,18,https://na.op.gg/champions/jarvaniv,18,https://na.op.gg/champions/tristana
1662434545-1119,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/diana
1662435168-1237,https://na.op.gg/leaderboards/champions?region=na,LFT Cat1v5,https://na.op.gg/summoners/na/LFT%20Cat1v5,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/monkeyking
1662434690-1145,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Defeat,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/jhin
1662435701-1360,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,17,https://na.op.gg/champions/akshan,16,https://na.op.gg/champions/monkeyking,15,https://na.op.gg/champions/udyr,16,https://na.op.gg/champions/missfortune,14,https://na.op.gg/champions/pyke,15,https://na.op.gg/champions/yone,,,15,https://na.op.gg/champions/viktor,14,https://na.op.gg/champions/jhin,12,https://na.op.gg/champions/lux,13,https://na.op.gg/champions/talon
1662437682-1841,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Defeat,,,,,,,,,,,,,,,,,,,,,7,https://na.op.gg/champions/sona
1662434828-1222,https://na.op.gg/leaderboards/champions?region=na,Yuriyumilol,https://na.op.gg/summoners/na/Yuriyumilol,Victory,13,https://na.op.gg/champions/kayn,12,https://na.op.gg/champions/belveth,13,https://na.op.gg/champions/tryndamere,,,9,https://na.op.gg/champions/ashe,10,https://na.op.gg/champions/lucian,11,https://na.op.gg/champions/pantheon,11,https://na.op.gg/champions/vladimir,12,https://na.op.gg/champions/jax,11,https://na.op.gg/champions/karma,11,https://na.op.gg/champions/twitch
1662436831-1591,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Defeat,,,,,,,,,,,,,,,,,,,,,17,https://na.op.gg/champions/evelynn
1662436692-1558,https://na.op.gg/leaderboards/champions?region=na,Quinnable,https://na.op.gg/summoners/na/Quinnable,Victory,,,14,https://na.op.gg/champions/karthus,13,https://na.op.gg/champions/azir,13,https://na.op.gg/champions/samira,11,https://na.op.gg/champions/amumu,12,https://na.op.gg/champions/darius,11,https://na.op.gg/champions/ivern,13,https://na.op.gg/champions/yone,11,https://na.op.gg/champions/jinx,10,https://na.op.gg/champions/brand,13,https://na.op.gg/champions/quinn
1662436971-1639,https://na.op.gg/leaderboards/champions?region=na,failure death,https://na.op.gg/summoners/na/failure%20death,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/evelynn
1662434122-1013,https://na.op.gg/leaderboards/champions?region=na,Rumahoy,https://na.op.gg/summoners/na/Rumahoy,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/twistedfate
1662435701-1366,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Defeat,16,https://na.op.gg/champions/akali,17,https://na.op.gg/champions/masteryi,15,https://na.op.gg/champions/taric,14,https://na.op.gg/champions/sivir,14,https://na.op.gg/champions/bard,13,https://na.op.gg/champions/akshan,,,15,https://na.op.gg/champions/yasuo,13,https://na.op.gg/champions/missfortune,12,https://na.op.gg/champions/zyra,16,https://na.op.gg/champions/talon
1662434545-1112,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Defeat,17,https://na.op.gg/champions/fiora,17,https://na.op.gg/champions/zed,15,https://na.op.gg/champions/ahri,15,https://na.op.gg/champions/lucian,13,https://na.op.gg/champions/nami,15,https://na.op.gg/champions/ornn,14,https://na.op.gg/champions/pantheon,15,https://na.op.gg/champions/diana,,,13,https://na.op.gg/champions/soraka,14,https://na.op.gg/champions/tristana
1662434545-1144,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,12,https://na.op.gg/champions/jarvaniv,,,11,https://na.op.gg/champions/zoe,11,https://na.op.gg/champions/azir,10,https://na.op.gg/champions/garen,11,https://na.op.gg/champions/teemo,10,https://na.op.gg/champions/graves,12,https://na.op.gg/champions/talon,9,https://na.op.gg/champions/ezreal,8,https://na.op.gg/champions/yuumi,11,https://na.op.gg/champions/kindred
1662437112-1693,https://na.op.gg/leaderboards/champions?region=na,SIutty Tadpole,https://na.op.gg/summoners/na/SIutty%20Tadpole,Defeat,,,,,,,,,,,,,,,,,,,,,11,https://na.op.gg/champions/soraka
1662434545-1142,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,17,https://na.op.gg/champions/gwen,,,15,https://na.op.gg/champions/zed,16,https://na.op.gg/champions/sivir,13,https://na.op.gg/champions/karma,16,https://na.op.gg/champions/irelia,15,https://na.op.gg/champions/monkeyking,16,https://na.op.gg/champions/sion,15,https://na.op.gg/champions/kalista,15,https://na.op.gg/champions/swain,16,https://na.op.gg/champions/kindred
1662435842-1424,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Defeat,14,https://na.op.gg/champions/fiora,14,https://na.op.gg/champions/belveth,13,https://na.op.gg/champions/katarina,14,https://na.op.gg/champions/caitlyn,13,https://na.op.gg/champions/morgana,14,https://na.op.gg/champions/aatrox,13,https://na.op.gg/champions/viego,,,11,https://na.op.gg/champions/seraphine,11,https://na.op.gg/champions/senna,12,https://na.op.gg/champions/vladimir
1662437682-1833,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Defeat,,,,,,,,,,,,,,,,,,,,,9,https://na.op.gg/champions/sona
1662437397-1769,https://na.op.gg/leaderboards/champions?region=na,03jg,https://na.op.gg/summoners/na/03jg,Victory,,,,,,,,,,,,,,,,,,,,,13,https://na.op.gg/champions/vladimir
1662435989-1440,https://na.op.gg/leaderboards/champions?region=na,iikk5,https://na.op.gg/summoners/na/iikk5,Defeat,13,https://na.op.gg/champions/drmundo,13,https://na.op.gg/champions/khazix,14,https://na.op.gg/champions/vex,12,https://na.op.gg/champions/varus,10,https://na.op.gg/champions/karma,,,11,https://na.op.gg/champions/talon,11,https://na.op.gg/champions/akali,10,https://na.op.gg/champions/caitlyn,9,https://na.op.gg/champions/lulu,11,https://na.op.gg/champions/malphite
1662437954-1892,https://na.op.gg/leaderboards/champions?region=na,Alicopter GAP,https://na.op.gg/summoners/na/Alicopter%20GAP,Defeat,14,https://na.op.gg/champions/camille,13,https://na.op.gg/champions/taric,13,https://na.op.gg/champions/ahri,13,https://na.op.gg/champions/vayne,11,https://na.op.gg/champions/karma,12,https://na.op.gg/champions/tahmkench,12,https://na.op.gg/champions/jarvaniv,11,https://na.op.gg/champions/veigar,12,https://na.op.gg/champions/missfortune,,,11,https://na.op.gg/champions/rammus
1662434261-1034,https://na.op.gg/leaderboards/champions?region=na,Brandon Bourne,https://na.op.gg/summoners/na/Brandon%20Bourne,Victory,,,12,https://na.op.gg/champions/vi,15,https://na.op.gg/champions/jax,13,https://na.op.gg/champions/syndra,12,https://na.op.gg/champions/rakan,14,https://na.op.gg/champions/urgot,12,https://na.op.gg/champions/nocturne,13,https://na.op.gg/champions/katarina,11,https://na.op.gg/champions/zeri,11,https://na.op.gg/champions/lulu,15,https://na.op.gg/champions/gangplank
1662437252-1707,https://na.op.gg/leaderboards/champions?region=na,1oo8,https://na.op.gg/summoners/na/1oo8,Victory,,,,,,,,,,,,,,,,,,,,,18,https://na.op.gg/champions/lillia
1662435842-1404,https://na.op.gg/leaderboards/champions?region=na,Servant of Saber,https://na.op.gg/summoners/na/Servant%20of%20Saber,Victory,16,https://na.op.gg/champions/shen,,,16,https://na.op.gg/champions/ahri,15,https://na.op.gg/champions/missfortune,14,https://na.op.gg/champions/nami,15,https://na.op.gg/champions/lillia,15,https://na.op.gg/champions/trundle,14,https://na.op.gg/champions/vex,13,https://na.op.gg/champions/draven,13,https://na.op.gg/champions/braum,17,https://na.op.gg/champions/talon
1662434545-1141,https://na.op.gg/leaderboards/champions?region=na,WindiaN,https://na.op.gg/summoners/na/WindiaN,Victory,,,,,,,,,,,,,,,,,,,,,16,https://na.op.gg/champions/kindred
1662437682-1843,https://na.op.gg/leaderboards/champions?region=na,Perseveerance,https://na.op.gg/summoners/na/Perseveerance,Defeat,,,,,,,,,,,,,,,,,,,,,12,https://na.op.gg/champions/sona
1662435422-1288,https://na.op.gg/leaderboards/champions?region=na,RealVengeance,https://na.op.gg/summoners/na/RealVengeance,Victory,18,https://na.op.gg/champions/gangplank,18,https://na.op.gg/champions/trundle,,,18,https://na.op.gg/champions/nilah,18,https://na.op.gg/champions/xerath,18,https://na.op.gg/champions/camille,18,https://na.op.gg/champions/qiyana,18,https://na.op.gg/champions/ekko,18,https://na.op.gg/champions/ezreal,18,https://na.op.gg/champions/heimerdinger,18,https://na.op.gg/champions/zoe
1662436831-1611,https://na.op.gg/leaderboards/champions?region=na,Goät,https://na.op.gg/summoners/na/Go%C3%A4t,Victory,,,,,,,,,,,,,,,,,,,,,14,https://na.op.gg/champions/evelynn
1662436466-1518,https://na.op.gg/leaderboards/champions?region=na,RANGED TOP LANER,https://na.op.gg/summoners/na/RANGED%20TOP%20LANER,Victory,,,18,https://na.op.gg/champions/rammus,18,https://na.op.gg/champions/annie,18,https://na.op.gg/champions/ezreal,17,https://na.op.gg/champions/zoe,18,https://na.op.gg/champions/aatrox,18,https://na.op.gg/champions/diana,16,https://na.op.gg/champions/jayce,16,https://na.op.gg/champions/seraphine,15,https://na.op.gg/champions/yasuo,18,https://na.op.gg/champions/quinn
1662434690-1153,https://na.op.gg/leaderboards/champions?region=na,bladdee,https://na.op.gg/summoners/na/bladdee,Victory,,,,,,,,,,,,,,,,,,,,,15,https://na.op.gg/champions/tristana
1662435701-1368,https://na.op.gg/leaderboards/champions?region=na,IceCreamAssassin,https://na.op.gg/summoners/na/IceCreamAssassin,Victory,14,https://na.op.gg/champions/diana,,,13,https://na.op.gg/champions/heimerdinger,11,https://na.op.gg/champions/jhin,9,https://na.op.gg/champions/karma,10,https://na.op.gg/champions/pantheon,11,https://na.op.gg/champions/graves,13,https://na.op.gg/champions/ryze,10,https://na.op.gg/champions/karthus,10,https://na.op.gg/champions/nami,14,https://na.op.gg/champions/talon
